No,Bulan,Konsumen,Kode Produk,Nama Produk,Stock Ready,Jumlah Barang,Jlh barang,Harga,Jumlah Harga,,,
1540,2021-08,"ANUGRAH, APTK",NPH027,"NOVADEX 0,5 MG TABLET 200's",461,144 BOX,144,"16,500","2,376,000",,,
1541,2021-08,"ANUGRAH, APTK",NPH069,PARAFEN KAPLET 100's,350,100 BOX,100,"22,500","2,250,000",,,
1542,2021-08,"WAWAN, APOTIK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,895,400 POT,400,"4,800","1,920,000",,,
1543,2021-08,"WAWAN, APOTIK",NPH010,NOVAMOX SYRUP 60 ML,"3,435",100 BOX,100,"5,600","560,000",,,
1544,2021-08,"WAWAN, APOTIK",SOL004,SOLPENOX 125 MG SYRUP 60 ML,754,360 BTL,360,"4,750","1,710,000",,,
1545,2021-08,"MEDI FARMA, APT",ERT023,ETAMOXUL SYRUP 60 ML,"1,031",100 BTL,100,"4,000","400,000",,,
1546,2021-08,"MEDI FARMA, APT",GMP004,METAMIDON (Metamizole Sodium) INJ VIAL 10 ML,51,2 BOX,2,"133,000","266,000",,,
1547,2021-08,"MEDI FARMA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,"1,486",5 BOX,5,"10,500","52,500",,,
1548,2021-08,"MEDI FARMA, APT",NPH018,NOVATRIM TABLET 100's,"1,015",30 BOX,30,"23,000","690,000",,,
1549,2021-08,"MEDI FARMA, APT",NPH023,NOVAMAG SYRUP 60 ML,120,120 BTL,120,"4,800","576,000",,,
1550,2021-08,"MEDI FARMA, APT",RAM003,DEXCLOSAN TABLET 100's,76,10 BOX,10,"14,000","140,000",,,
1551,2021-08,"MEDI FARMA, APT",RAM013,REMCO COUGH SYRUP 60 ML,525,100 BTL,100,"4,700","470,000",,,
1552,2021-08,"MEDI FARMA, APT",RAM019,RATRIM SYRUP 60 ML,490,100 BTL,100,"4,100","410,000",,,
1553,2021-08,"MEDI FARMA, APT",YKT022,YEKAPRIM SYRUP 60 ML,188,88 BTL,88,"3,850","338,800",,,
1554,2021-08,"MEDI FARMA, APT",YKT035,"YEKADRYL EXTRA (Diphenhydramin HCl 12,5 mg, Dextromethorphan HBr 15,0 mg, Ammoniu",210,200 BTL,200,"4,400","880,000",,,
1555,2021-08,"CAHAYA RAYA, APT",ERG003,CAPTOPRIL 25 MG TABLET 100'S,783,100 BOX,100,"7,500","750,000",,,
1556,2021-08,"CAHAYA RAYA, APT",NPG024,PIROXICAM 20 MG TABLET 100's,"1,481",136 BOX,136,"10,500","1,428,000",,,
1557,2021-08,"CAHAYA RAYA, APT",RAG017,AMLODIPINE BESILATE 10 MG TABLET 100'S,749,100 BOX,100,"9,500","950,000",,,
1558,2021-08,"CAHAYA RAYA, APT",SMC023,SAMCOFENAC (Diclofenac Sodium) 50 MG TABLET 100'S,647,200 BOX,200,"16,250","3,250,000",,,
1559,2021-08,"RESTU, APOTEK",ERT001,ETABION KAPSUL 100'S,"1,520",100 BOX,100,"21,500","2,150,000",,,
1560,2021-08,"RESTU, APOTEK",NPH019,NOVAGESIC KAPLET 100'S,400,100 BOX,100,"20,500","2,050,000",,,
1561,2021-08,"RESTU, APOTEK",NPH065,CEFFORD FORTE KAPSUL 100'S,130,100 BOX,100,"70,000","7,000,000",,,
1562,2021-08,"MEDIKA, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,683,100 BOX,100,"7,500","750,000",,,
1563,2021-08,"MEDIKA, APTK",NPG006,AMPICILLIN 500 MG KAPLET 100's,297,100 BOX,100,"51,000","5,100,000",,,
1564,2021-08,"MEDIKA, APTK",NPG045,VITAMIN B COMPLEX KAPLET 100'S,850,50 BOX,50,"4,500","225,000",,,
1565,2021-08,"MEDIKA, APTK",NPH092,"NOVADEX 0,75 MG KAPLET 200'S",200,100 BOX,100,"18,500","1,850,000",,,
1566,2021-08,"MEDIKA, APTK",RAM001,CALORTUSIN KAPLET 100's,"1,077",50 BOX,50,"41,000","2,050,000",,,
1567,2021-08,"MEDIKA, APTK",RAM011,TERA F KAPLET 100's,350,50 BOX,50,"40,000","2,000,000",,,
1568,2021-08,"CAHAYA, APTK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",195,20 BOX,20,"21,500","430,000",,,
1569,2021-08,"CAHAYA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,495,300 BTL,300,"4,800","1,440,000",,,
1570,2021-08,"CAHAYA, APTK",NPG006,AMPICILLIN 500 MG KAPLET 100's,"1,986","1,000 BOX","1,000","51,000","51,000,000",,,
1571,2021-08,"CAHAYA, APTK",NPG008,CIMETIDINE 200 MG TABLET 100's,58,50 BOX,50,"36,000","1,800,000",,,
1572,2021-08,"CAHAYA, APTK",NPH022,NOVARON KAPLET 100'S,625,500 BOX,500,"21,000","10,500,000",,,
1573,2021-08,"CAHAYA, APTK",RAG021,ACICLOVIR KRIM 5 GR/25'S,"4,869",500 TUBE,500 ,"3,814","1,907,000",,,
1574,2021-08,"CAHAYA, APTK",RAM001,CALORTUSIN KAPLET 100's,"1,027",50 BOX,50,"41,000","2,050,000",,,
1575,2021-08,"CAHAYA, APTK",TRMG011,CHLORPHENAMINE MALEAT TABLET 4 MG 100'S (POT),"3,672","2,000 POT","2,000","6,750","13,500,000",,,
1576,2021-08,"TANJONG SEHAT, APTK",RAM011,TERA F KAPLET 100's,300,50 BOX,50,"40,000","2,000,000",,,
1577,2021-08,"BINTANG TIMUR,  APTK",DEF017,DEFALGIN (Metamizol Sodium) KAPLET 100'S,"3,370","2,000 POT","2,000","17,000","34,000,000",,,
1578,2021-08,"BINTANG TIMUR,  APTK",NPG053,LORATADINE 10 MG TABLET 100'S,103,50 BOX,50,"13,500","675,000",,,
1579,2021-08,"BINTANG TIMUR,  APTK",NPH069,PARAFEN KAPLET 100's,250,200 BOX,200,"22,500","4,500,000",,,
1580,2021-08,"BINTANG TIMUR,  APTK",NPH083,GRICIN 125 MG TABLET 100's,714,136 BOX,136,"32,500","4,420,000",,,
1581,2021-08,"BINTANG TIMUR,  APTK",TRM009,GLENALEN 10 MG TABLET 100'S,565,300 BOX,300,"12,500","3,750,000",,,
1582,2021-08,"BINTANG TIMUR,  APTK",YKT008,YEFAMOX 500 MG KAPLET 100's,181,100 BOX,100,"47,500","4,750,000",,,
1583,2021-08,"DEWANTARA FARMA, APOTEK",AFI021,DUN SALEP (Icthammolum) 15 GR POT/ 12'S,36,24 POT,24,"4,650","111,600",,,
1584,2021-08,"DEWANTARA FARMA, APOTEK",ERT001,ETABION KAPSUL 100'S,"1,420",20 BOX,20,"21,500","430,000",,,
1585,2021-08,"DEWANTARA FARMA, APOTEK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",175,10 BOX,10,"21,500","215,000",,,
1586,2021-08,"DEWANTARA FARMA, APOTEK",IFR100,KADITIC 50 MG KAPLET 50'S,200,160 BOX,160,"13,600","2,176,000",,,
1587,2021-08,"SURYA ANGGINA FARMA, APTK",ERT001,ETABION KAPSUL 100'S,"1,400",100 BOX,100,"21,500","2,150,000",,,
1588,2021-08,"SURYA ANGGINA FARMA, APTK",ERT006,"ETADEX 0,75 MG KAPLET 200'S",165,20 BOX,20,"21,500","430,000",,,
1589,2021-08,"SURYA ANGGINA FARMA, APTK",ERT020,ETAMOX 125 MG SUSPENSI 60 ML,195,150 BTL,150,"4,800","720,000",,,
1590,2021-08,"SURYA ANGGINA FARMA, APTK",NPG018,IBUPROFEN 400 MG TABLET 100'S,200,50 BOX,50,"21,000","1,075,000",,,
1591,2021-08,"SURYA ANGGINA FARMA, APTK",NPH009,NOVAMAG TABLET 100's,80,30 BOX,30,"17,500","525,000",,,
1592,2021-08,"SURYA ANGGINA FARMA, APTK",NPH018,NOVATRIM TABLET 100's,985,25 BOX,25,"23,000","575,000",,,
1593,2021-08,"SURYA ANGGINA FARMA, APTK",NPH044,NOVAXIFEN 400 MG TABLET 100's,760,30 BOX,30,"31,500","945,000",,,
1594,2021-08,"SURYA ANGGINA FARMA, APTK",NPH045,NUVOPEC TABLET 100's,212,30 BOX,30,"16,000","480,000",,,
1595,2021-08,"SURYA ANGGINA FARMA, APTK",TRMG001,ANTASIDA DOEN TABLET 100'S (POT),"2,819",200 BOX,200,"6,700","1,340,000",,,
1596,2021-08,"SURYA ANGGINA FARMA, APTK",TRMG009,ANTASIDA DOEN TABLET 100'S,"3,170",100 BOX,100,"7,800","780,000",,,
1597,2021-08,"SURYA ANGGINA FARMA, APTK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"2,793",100 BOX,100,"15,500","1,550,000",,,
1598,2021-08,"ZORA, APTK",NPG006,AMPICILLIN 500 MG KAPLET 100's,986,500 BOX,500,"51,000","25,000,000",,,
1599,2021-08,"ZORA, APTK",NPH060,"NOVADEX 0,5 MG TABLET 100'S (POT)","1,920","1,920 POT","1,920","4,000","7,680,000",,,
1600,2021-08,"OKE, APTK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,583,100 BOX,100,"7,500","750,000",,,
1601,2021-08,"OKE, APTK",ERT001,ETABION KAPSUL 100'S,"1,300",73 BOX,73,"21,500","1,569,500",,,
1602,2021-08,"OKE, APTK",NPG024,PIROXICAM 20 MG TABLET 100's,"1,345",136 BOX,136,"10,500","1,428,000",,,
1603,2021-08,"OKE, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"8,277",136 BOX,136,"8,500","1,156,000",,,
1604,2021-08,"OKE, APTK",NPH018,NOVATRIM TABLET 100's,960,132 BOX,132,"23,000","3,036,000",,,
1605,2021-08,"OKE, APTK",RAM011,TERA F KAPLET 100's,250,100 BOX,100,"40,000","4,000,000",,,
1606,2021-08,"OKE, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"14,050","1,000 POT","1,000","5,800","5,800,000",,,
1607,2021-08,"HARAPAN JAYA, APT",NPG006,AMPICILLIN 500 MG KAPLET 100's,486,200 BOX,200,"51,000","10,200,000",,,
1608,2021-08,"HARAPAN JAYA, APT",RAM001  ,CALORTUSIN KAPLET 100's ,977,200 BOX,200,"41,000","8,200,000",,,
1609,2021-08,"HARAPAN JAYA, APT",RAM002,CALORTUSIN SYRUP 60 ML ,750,750 BTL,750,"4,500","3,375,000",,,
1610,2021-08,"HARAPAN JAYA, APT",RAM005 ,ERYRA SYRUP 60 ML,"1,050",150 BTL,150,"13,500","2,025,000",,,
1611,2021-08,"HARAPAN JAYA, APT",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP ","1,156",108 BOX,108,"26,000","2,808,000",,,
1612,2021-08,"HARAPAN JAYA, APT",YKT020,KATERGI TABLET 100's,608,200 BOX,200,"28,500","5,700,000",,,
1613,2021-08,"NEW HARAPAN, APT",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S ,"4,005",500 BOX,500,"7,600","3,800,000",,,
1614,2021-08,"NEW HARAPAN, APT",ERT010,ETAFEN 400 MG TABLET 100'S,"1,628",100 BOX,100,"25,000","2,500,000",,,
1615,2021-08,"NEW HARAPAN, APT",MBFG001 ,ONDANSETRON hci dihidrate 4 MG TAB 30'S ,145,100 BOX,100,"11,000","1,100,000",,,
1616,2021-08,"NEW HARAPAN, APT",NPG032,GUAIFENESIN TABLET 100'S ,280,136 BOX,136,"7,700","1,047,200",,,
1617,2021-08,"NEW HARAPAN, APT",NPG052,PIROXICAM 10 MG TABLET 100'S ,588,136 BOX,136,"7,800","1,060,800",,,
1618,2021-08,"NEW HARAPAN, APT",NPH025,NOVACHLOR KAPSUL 100's ,405,100 BOX,100,"59,000","5,900,000",,,
1619,2021-08,"NEW HARAPAN, APT",NPH026,NOVAMOX 500 MG KAPLET 100's ,435,100 BOX,100,"49,500","4,950,000",,,
1620,2021-08,"NEW HARAPAN, APT",NPH055 ,NOVAGESIC KAPLET 100'S (POT) ,114,180 POT,180,"16,500","2,970,000",,,
1621,2021-08,"NEW HARAPAN, APT",RAM005,ERYRA SYRUP 60 ML,"1,050",50 BTL,50,"13,500","675,000",,,
1622,2021-08,"NEW HARAPAN, APT",SPD004 ,MEXON TABLET 100'S,654,200 BOX,200,"20,000","4,000,000",,,
1623,2021-08,"NEW HARAPAN, APT",TRM005,"SUPERHOID (Benzocain, Zinc Oxide, Al. Hyroxide) @ 6 SUPP","1,048",288 BOX,288,"26,000","7,488,000",,,
1624,2021-09,"KASIH, APTK",NPH022,NOVARON KAPLET 100'S,125,60 BOX,60,"21,000","1,260,000",,,
1625,2021-09,"RIZKY FARMA, APTK",BUF003,BUFANTACID TABLET 100's,360,300 BOX,300,"22,500","6,750,000",,,
1626,2021-09,"RIZKY FARMA, APTK",ERT001,ETABION KAPSUL 100'S,"1,227",20 BOX,20,"21,500","430,000",,,
1627,2021-09,"RIZKY FARMA, APTK",ERT022,ETAMOXUL KAPLET 100'S,120,25 BOX,25,"22,750","568,750",,,
1628,2021-09,"RIZKY FARMA, APTK",ERT023,ETAMOXUL SYRUP 60 ML,931,150 BTL,150,"4,000","600,000",,,
1629,2021-09,"RIZKY FARMA, APTK",GMP004,METAMIDON (Metamizole Sodium) INJ VIAL 10 ML,49,10 BOX,10,"133,000","1,330,000",,,
1630,2021-09,"RIZKY FARMA, APTK",IFR030,LOKEV KAPSUL 50'S,75,30 BOX,30,"20,500","615,000",,,
1631,2021-09,"RIZKY FARMA, APTK",IFR034,NORVOM 10 MG KAPLET 100'S,45,20 BOX,20,"15,900","318,000",,,
1632,2021-09,"RIZKY FARMA, APTK",IFR063,ALOFAR 100 MG KAPLET 100'S,27,20 BOX,20,"59,500","1,190,000",,,
1633,2021-09,"RIZKY FARMA, APTK",NPH018,NOVATRIM TABLET 100's,828,20 BOX,20,"23,000","460,000",,,
1634,2021-09,"RIZKY FARMA, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,335,50 BOX,50,"49,500","2,475,000",,,
1635,2021-09,"RIZKY FARMA, APTK",RAM010,RANACID TABLET 100's,166,25 BOX,25,"15,000","375,000",,,
1636,2021-09,"RIZKY FARMA, APTK",SMC019,"SAMCODIN (Dextromethorpan HBr, GG, CTM) TABLET 100'S",184,5 BOX,5,"47,000","235,000",,,
1637,2021-09,"RIZKY FARMA, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"2,775",200 POT,200,"7,600","1,520,000",,,
1638,2021-09,"RIZKY FARMA, APTK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"2,693",120 BOX,120,"15,500","1,860,000",,,
1639,2021-09,"ANUGRAH, APTK",AFI017,ALIVE MOMMA (As. Folat 400 mcg) TABLET 100'S,20,20 BOX,20,"11,500","230,000",,,
1640,2021-09,"ANUGRAH, APTK",NPG052,PIROXICAM 10 MG TABLET 100'S,452,30 BOX,30,"7,800","234,000",,,
1641,2021-09,"ANUGRAH, APTK",SOL002,ORPHEN 4 MG KAPLET 200'S,471,30 BOX,30,"14,000","420,000",,,
1642,2021-09,"ANUGRAH, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,304,80 BOX,80,"14,500","1,160,000",,,
1643,2021-09,"ANUGRAH, APTK",TRMG004,PIROXICAM 20 MG TABLET 100'S,"1,209",30 BOX,30,"10,500","315,000",,,
1644,2021-09,"ANUGRAH, APTK",NPG017,KETOKONAZOLE 200 MG TABLET 50'S,"1,129",864 BOX,864,"23,000","19,872,000",,,
1645,2021-09,"ANUGRAH, APTK",NPH019,NOVAGESIC KAPLET 100'S,300,200 BOX,200,"20,500","4,100,000",,,
1646,2021-09,"ANUGRAH, APTK",TRMG014,AMBROXOL HCl TABLET 30 MG 100'S,575,200 BOX,200,"11,500","2,300,000",,,
1647,2021-09,"FARZANA, APOTEK",NPG001 ,AMOXYCILLIN 500 MG KAPLET 100's,142,100 BOX,100,"32,500","3,250,000",,,
1648,2021-09,"FARZANA, APOTEK",NPG006,AMPICILLIN 500 MG KAPLET 100's,286,12 BOX,12,"51,000","612,000",,,
1649,2021-09,"MEDICA JAYA FARMA, APTK",ERT001,ETABION KAPSUL 100'S,"1,207",77 BOX,77,"21,500","1,655,500",,,
1650,2021-09,"MEDICA JAYA FARMA, APTK",ERT004,"ETADEX 0,5 MG KAPLET 200'S",434,100 BOX,100,"18,000","1,800,000",,,
1651,2021-09,"MEDICA JAYA FARMA, APTK",NPG057,CETIRIZINE HYDROCHLORIDE 10 MG TABLET 100'S,"1,614",500 BOX,500,"7,500","3,750,000",,,
1652,2021-09,"MEDICA JAYA FARMA, APTK",NPH026 ,NOVAMOX 500 MG KAPLET 100's,285,100 BOX,100,"49,500","4,950,000",,,
1653,2021-09,"MEDICA JAYA FARMA, APTK",TRMG002,ALLOPURINOL 100 MG TABLET 100'S,224,100 BOX,100,"14,500","1,450,000",,,
1654,2021-09,"MEDICA JAYA FARMA, APTK",TRMG012,GUAIAFENESIN TABLET 100 MG 100'S (POT),"7,800",200 POT,200,"5,800","1,160,000",,,
1655,2021-09,"MEDICA JAYA FARMA, APTK",YKT003,TRIADENE 20 MG TABLET 100's,222,75 BOX,75,"18,500","1,387,500",,,
1656,2021-09,"SENTOSA JAYA FARMA, APT",TRMG020,IBUPROFEN 400 MG TABLET 100'S,150,100 BOX,100,"21,000","2,100,000",,,
1657,2021-09,"MITRA MULTI MANUNGGAL, PT",NPG033 ,PAPAVERIN TABLET 100's,149,136 BOX,136,"33,000","4,488,000",,,
1658,2021-09,"MITRA MULTI MANUNGGAL, PT",NPH011 ,NOVASTAN 500 MG TABLET 100's,795,300 BOX,300,"25,750","7,725,000",,,
1659,2021-09,"MITRA MULTI MANUNGGAL, PT",NPH015,NOVASTAN 500 MG TABLET 100's,495,200 BOX,200,"25,750","5,150,000",,,
1660,2021-09,"MITRA MULTI MANUNGGAL, PT",RAM010,RANACID TABLET 100's,141,120 BOX,120,"15,000","1,800,000",,,
1661,2021-09,"MARI SEHAT, APOTEK",NPH010,NOVAMOX SYRUP 60 ML,"3,335","1,200 BTL","1,200","5,600","6,720,000",,,
1662,2021-09,"MARI SEHAT, APOTEK",TRMG014 ,AMBROXOL HCl TABLET 30 MG 100'S,375,100 BOX,100,"11,500","1,150,000",,,
1663,2021-09,"MARI SEHAT, APOTEK",TRMG022,ALLOPURINOL 300 MG TABLET 100'S,124,50 BOX,50,"14,500","725,000",,,
1664,2021-09,"JAKARTA, APTK",ERG007 ,PARACETAMOL 500 MG KAPLET 100'S,"2,573",300 BOX,300,"15,500","4,650,000",,,
1665,2021-09,"JAKARTA, APTK",ERG015 ,OMEPRAZOLE KAPSUL 20 MG 30'S,"3,505",500 BOX,500,"7,600","3,800,000",,,
1666,2021-09,"JAKARTA, APTK",NPG052 ,PIROXICAM 10 MG TABLET 100'S,422,136 BOX,136,"7,800","1,060,800",,,
1667,2021-09,"JAKARTA, APTK",NPH026,NOVAMOX 500 MG KAPLET 100's,185,100 BOX,100,"49,500","4,950,000",,,
1668,2021-09,"JAKARTA, APTK",NPH027 ,"NOVADEX 0,5 MG TABLET 200's",317,144 BOX,144,"16,500","2,376,000",,,
1669,2021-09,"JAKARTA, APTK",TRMG006 ,DOMPERIDONE MALEAT 10 MG TABLET 100'S,224,200 BOX,200,"15,000","3,000,000",,,
1670,2021-09,"JAKARTA, APTK",TRMG020,IBUPROFEN 400 MG TABLET 100'S,50,50 BOX,50,"21,000","1,050,000",,,
1671,2021-09,"JAKARTA, APTK",YKT010,"FLACOID 0,5 MG KAPLET 100'S",356,200 BOX,200,"7,750","1,550,000",,,
1672,2021-10,"BASARIA JAYA MANDIRI, PT",ERG003 ,CAPTOPRIL 25 MG TABLET 100'S,483,230 BOX,230,"7,500","1,725,000",,,
1673,2021-10,"BASARIA JAYA MANDIRI, PT",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,33,5 BOX,5,"90,000","450,000",,,
1674,2021-10,"BASARIA JAYA MANDIRI, PT",TRMG009,ANTASIDA DOEN TABLET 100'S,"3,070",50 BOX,50,"7,800","390,000",,,
1675,2021-10,"BETHESDA BERKAT, APOTEK. PT",ERT001,ETABION KAPSUL 100'S,"1,130",200 BOX,200,"21,500","4,300,000",,,
1676,2021-10,"BETHESDA BERKAT, APOTEK. PT",ERT012 ,ETAFLOX 500 MG KAPLET 100'S,225,100 BOX,100,"47,000","4,700,000",,,
1677,2021-10,"BETHESDA BERKAT, APOTEK. PT",NPG033 ,PAPAVERIN TABLET 100's,263,136 BOX,136,"33,000","4,488,000",,,
1678,2021-10,"BETHESDA BERKAT, APOTEK. PT",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,322",200 BOX,200,"46,000","9,200,000",,,
1679,2021-10,"BINTANG TIMUR, APTK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,"2,273",120 BOX,120,"15,500","1,860,000",,,
1680,2021-10,"BINTANG TIMUR, APTK",ERG015 ,OMEPRAZOLE KAPSUL 20 MG 30'S,"3,005",220 BOX,220,"7,600","1,672,000",,,
1681,2021-10,"BINTANG TIMUR, APTK",ERT022 ,ETAMOXUL KAPLET 100'S,"1,032",120 BOX,120,"22,750","2,730,000",,,
1682,2021-10,"BINTANG TIMUR, APTK",NPH027 ,"NOVADEX 0,5 MG TABLET 200's",173,164 BOX,164,"16,500","2,706,000",,,
1683,2021-10,"BINTANG TIMUR, APTK",NPH065,CEFFORD FORTE KAPSUL 100'S,130,20 BOX,20,"70,000","1,400,000",,,
1684,2021-10,"BINTANG TIMUR, APTK",YKT029,"FLACOID 0,5 MG KAPLET 100'S",480,400 POT,400,"7,750","3,100,000",,,
1685,2021-10,"BINTANG TIMUR, APTK",YKT033,PACETIK 500 MG KAPLET 100's ( POT ),"2,000",300 POT,300,"15,500","4,650,000",,,
1686,2021-10,"SHANDY, APTK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,"2,153",100 BOX,100,"15,500","1,550,000",,,
1687,2021-10,"SHANDY, APTK",MLX013,MOLADERM CREAM 10 gram (miconazole nitrate),608,216 TUBE,216 ,"4,950","1,069,200",,,
1688,2021-10,"SHANDY, APTK",MLX014,"KLORFESON CREAM 10 gram (chloramphenicol,prednisolone)",226,96 TUBE,96 ,"5,100","489,600",,,
1689,2021-10,"SHANDY, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"8,141",100 BOX,100,"8,500","850,000",,,
1690,2021-10,"SHANDY, APTK",NPG052,PIROXICAM 10 MG TABLET 100'S,286,50 BOX,50,"7,800","390,000",,,
1691,2021-10,"SHANDY, APTK",NPH004,NOVACHLOR SYRUP 60 ML,957,420 BTL,420,"7,000","2,940,000",,,
1692,2021-10,"SHANDY, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"2,575","1,000 POT","1,000","7,600","7,600,000",,,
1693,2021-10,"SHANDY, APTK",YKT020,KATERGI TABLET 100's,408,100 BOX,100,"28,500","2,850,000",,,
1694,2021-10,"SHANDY, APTK",ZNT033,ZELONA TABLET 100'S,"1,584",240 BOX,240,"21,750","5,220,000",,,
1695,2021-10,"SHANDY, APTK",ZNT039,COLDREXIN SYRUP 60 ML,512,192 BOX,192,"6,200","1,190,400",,,
1696,2021-10,"CHACHA, APOTEK",IFR049,VESPERUM 10 MG TABLET 100'S,38,3 BOX,3,"21,250","63,750",,,
1697,2021-10,"CHACHA, APOTEK",NPH015,NOVAFLOX 500 MG KAPLET 100's,"1,122",3 BOX,3,"46,000","138,000",,,
1698,2021-10,"CHACHA, APOTEK",NPH026,NOVAMOX 500 MG KAPLET 100's,85,5 BOX,5,"49,500","247,500",,,
1699,2021-10,"CHACHA, APOTEK",NPH055,NOVAGESIC KAPLET 100'S (POT),790,6 POT,6,"16,500","99,000",,,
1700,2021-10,"CHACHA, APOTEK",YKT027,CYROX KAPLET 100'S,246,3 BOX,3,"46,500","139,500",,,
1701,2021-10,"SHANDY, APTK",ERG007,PARACETAMOL 500 MG KAPLET 100'S,"2,053",100 BOX,100,"15,500","1,550,000",,,
1702,2021-10,"SHANDY, APTK",MLX013,MOLADERM CREAM 10 gram (miconazole nitrate),392,216 TUBE,216 ,"4,950","1,069,200",,,
1703,2021-10,"SHANDY, APTK",MLX014,"KLORFESON CREAM 10 gram (chloramphenicol,prednisolone)",130,96 TUBE,96 ,"5,100","489,600",,,
1704,2021-10,"SHANDY, APTK",NPG040,AMBROXOL 30 MG TABLET 100'S,"8,041",100 BOX,100,"8,500","850,000",,,
1705,2021-10,"SHANDY, APTK",NPG052,PIROXICAM 10 MG TABLET 100'S,236,50 BOX,50,"7,800","390,000",,,
1706,2021-10,"SHANDY, APTK",NPH004,NOVACHLOR SYRUP 60 ML,537,420 BTL,420,"7,000","2,940,000",,,
1707,2021-10,"SHANDY, APTK",TRMG010,PREDNISON TABLET 5 MG 100'S (POT),"1,575","1,000 POT","1,000","7,600","760,000",,,
1708,2021-10,"SHANDY, APTK",YKT020,KATERGI TABLET 100's,308,100 BOX,100,"28,500","2,850,000",,,
1709,2021-10,"SHANDY, APTK",ZNT033,ZELONA TABLET 100'S,"1,584",240 BOX,240,"21,750","5,220,000",,,
1710,2021-10,"SHANDY, APTK",ZNT039,COLDREXIN SYRUP 60 ML,320,192 BOX,192,"6,200","1,190,400",,,
1711,2021-10,"REFATA, APOTEK",ERG015,OMEPRAZOLE KAPSUL 20 MG 30'S,"2,785",2 BOX,2,"7,600","15,200",,,
1712,2021-10,"REFATA, APOTEK",ERG017,AMLODIPINE 5 MG TABLET 30'S,305,3 BOX,3,"2,400","7,200",,,
1713,2021-10,"REFATA, APOTEK",NPG052,PIROXICAM 10 MG TABLET 100'S,186,2 BOX,2,"7,800","15,600",,,
1714,2021-10,"REFATA, APOTEK",NPG054,MELOXICAM 15 MG TABLET 100'S,773,2 BOX,2,"21,000","42,000",,,
1715,2021-10,"REFATA, APOTEK",PROG022,MEFENAMIC ACID 500 MG KAPLET 100'S,102,2 BOX,2,"20,000","40,000",,,
1716,2021-10,"REFATA, APOTEK",RAG011,ANTASIDA DOEN TABLET 100'S,"3,020",1 BOX,1,"7,800","7,800",,,
1717,2021-10,"REFATA, APOTEK",RAG015,CLINDAMYCIN HCl 300 MG KAPSUL 100'S,28,5 BOX,5,"90,000","450,000",,,
1718,2021-10,"REFATA, APOTEK",RAG017,AMLODIPINE BESILATE 10 MG TABLET 100'S,649,2 BOX,2,"9,500","19,000",,,
1719,2021-10,"REFATA, APOTEK",TRMG016,PARACETAMOL 500 MG KAPLET 100'S,"1,953",2 BOX,2,"15,500","31,000",,,
1720,2021-10,"MEDIFARMA SYARIAH, APOTEK",ERG003,CAPTOPRIL 25 MG TABLET 100'S,253,50 BOX,50,"7,500","375,000",,,
1721,2021-10,"MEDIFARMA SYARIAH, APOTEK",ERT017,ETAGEMYCETIN 250 MG KAPSUL 100'S,687,50 BOX,50,"54,750","2,737,500",,,
1722,2021-10,"MEDIFARMA SYARIAH, APOTEK",IFR161,ZEVASK 10 MG KAPLET 100'S,105,50 BOX,50,"32,500","1,625,000",,,
1723,2021-10,"MEDIFARMA SYARIAH, APOTEK",NPG032,GUAIFENESIN TABLET  100'S,,100 BOX,100,"7,700","770,000",,,
1724,2021-10,"MEDIFARMA SYARIAH, APOTEK",NPH008,NOVAKAL 500 MG KAPLET 100's,275,50 BOX,50,"12,500","625,000",,,
1725,2021-10,"MEDIFARMA SYARIAH, APOTEK",NPH009,NOVAMAG TABLET 100's,50,50 BOX,50,"17,500","875,000",,,
1726,2021-10,"MEDIFARMA SYARIAH, APOTEK",NPH018,NOVATRIM TABLET 100's,808,50 BOX,50,"23,000","1,150,000",,,
1727,2021-10,"MEDIFARMA SYARIAH, APOTEK",NPH052,NOVACHLOR KAPSUL 100'S ( pot ),142,30 POT,30,"51,000","1,530,000",,,
